ACCIDENT_NO,LATITUDE,LONGITUDE,LOCATION
T20230013499,-37.764269,145.172264,MANNINGHAM
T20230013597,-37.797745,145.127051,WHITEHORSE
T20230013537,-37.708115,144.877735,BRIMBANK
T20230014612,-38.395886,144.843244,MORNINGTON PENINSULA
T20230013552,-37.892305,147.852506,EAST GIPPSLAND
T20230013880,-36.913133,145.838666,STRATHBOGIE
T20230022501,-37.14112,145.083384,MITCHELL
T20230015144,-36.605328,146.181544,BENALLA
T20230013536,-37.611864,145.115692,WHITTLESEA
T20230013542,-38.309356,145.541809,CARDINIA
T20230016565,-34.189919,142.164995,MILDURA
T20230013540,-38.167583,145.155376,FRANKSTON
T20230013513,-38.186001,144.474573,GREATER GEELONG
T20230013635,-37.184637,145.729887,MURRINDINDI
T20230015109,-38.345324,144.951225,MORNINGTON PENINSULA
T20230013604,-37.716393,145.00672,DAREBIN
T20230013543,-37.857269,145.009093,STONNINGTON
T20230013602,-38.084995,145.478878,CARDINIA
T20230013571,-36.843385,143.104385,NORTHERN GRAMPIANS
T20230013596,-37.664096,144.415523,MOORABOOL
T20230013594,-37.836454,145.187345,WHITEHORSE
T20230013563,-38.067396,145.484271,CARDINIA
T20230013589,-38.037841,145.288215,CASEY
T20230013585,-37.852939,145.153463,WHITEHORSE
T20230015139,-37.366727,144.256944,HEPBURN
T20230013584,-37.854228,145.102698,MONASH
T20230013576,-38.37322,144.815637,MORNINGTON PENINSULA
T20230013579,-37.788267,145.01828,BOROONDARA
T20230013562,-37.80848,144.954926,MELBOURNE
T20230013580,-38.042821,145.141669,GREATER DANDENONG
T20230013583,-37.568258,143.837462,BALLARAT
T20230013547,-37.903334,144.654302,WYNDHAM
T20230013557,-37.756334,144.739664,MELTON
T20230013582,-37.890703,145.052757,GLEN EIRA
T20230013581,-37.677071,144.999536,WHITTLESEA
T20230013561,-37.276054,142.956422,ARARAT
T20230013570,-38.101686,145.314763,CASEY
T20230013700,-37.375658,145.07811,MITCHELL
T20230013648,-37.375588,146.058108,MURRINDINDI
T20230013568,-37.600806,145.000031,WHITTLESEA
T20230013564,-38.243196,146.502876,LATROBE
T20230013640,-37.805409,144.942696,MELBOURNE
T20230013668,-37.967382,145.149245,GREATER DANDENONG
T20230013645,-37.37034,143.935368,HEPBURN
T20230013647,-37.686133,144.926826,HUME
T20230013650,-38.358794,141.613419,GLENELG
T20230013657,-37.753288,145.697344,YARRA RANGES
T20230013658,-37.322337,145.03426,MITCHELL
T20230013811,-37.755508,145.652962,YARRA RANGES
T20230013881,-37.922869,145.118645,MONASH
T20230013686,-37.705723,145.009511,DAREBIN
T20230013685,-37.667076,144.422994,MOORABOOL
T20230013682,-37.82032,144.957538,MELBOURNE
T20230013681,-37.651205,145.110731,NILLUMBIK
T20230014567,-37.985341,145.225583,GREATER DANDENONG
T20230013680,-37.561511,144.859997,HUME
T20230013676,-37.773836,145.114409,MANNINGHAM
T20230013673,-37.780247,144.914392,MELBOURNE
T20230013672,-35.344259,143.55957,SWAN HILL
T20230013671,-37.995086,145.23803,CASEY
T20230013670,-37.774336,145.36915,YARRA RANGES
T20230013924,-35.59063,144.020503,GANNAWARRA
T20230013909,-38.101003,145.141772,FRANKSTON
T20230013661,-36.648918,145.714975,STRATHBOGIE
T20230013667,-37.995086,145.23803,CASEY
T20230013660,-37.795664,145.118658,MANNINGHAM
T20230013663,-38.038271,145.370157,CARDINIA
T20230014047,-37.65253,145.376271,YARRA RANGES
T20230014048,-37.873186,144.613434,WYNDHAM
T20230013611,-37.700326,144.925241,MERRI-BEK
T20230013625,-38.11225,145.158102,FRANKSTON
T20230013632,-37.577908,143.883093,BALLARAT
T20230013633,-36.493338,144.609363,GREATER BENDIGO
T20230013759,-38.170532,144.232623,SURF COAST
T20230013723,-38.2588,144.293363,SURF COAST
T20230013754,-38.267097,144.535652,GREATER GEELONG
T20230014805,-37.88038,144.977522,PORT PHILLIP
T20230013755,-38.091798,145.268785,CASEY
T20230014228,-37.682238,144.927926,HUME
T20230014518,-38.244367,144.29612,GREATER GEELONG
T20230013740,-37.843418,144.734183,WYNDHAM
T20230013758,-37.601962,148.905801,EAST GIPPSLAND
T20230013836,-37.975039,145.258438,CASEY
T20230015188,-37.996081,145.302447,CASEY
T20230013745,-36.360589,146.688254,INDIGO
T20230013747,-37.704866,145.105118,BANYULE
T20230013989,-38.214515,145.316053,CASEY
T20230016159,-37.82705,145.024619,BOROONDARA
T20230014976,-38.089347,145.332557,CASEY
T20230013771,-38.218629,145.242688,CASEY
T20230013767,-37.82826,144.92235,MELBOURNE
T20230013921,-37.734997,144.67092,MELTON
T20230013735,-38.04541,145.306757,CASEY
T20230014329,-37.606217,145.122011,WHITTLESEA
T20230013751,-37.824635,147.607341,EAST GIPPSLAND
T20230014264,-37.826242,144.949096,MELBOURNE
T20230014273,-37.789743,145.143238,MANNINGHAM
T20230014002,-36.398938,145.431731,GREATER SHEPPARTON
T20230013749,-37.888878,145.164092,MONASH
T20230013748,-37.903116,145.161496,MONASH
T20230013734,-37.895645,145.004656,BAYSIDE
T20230013778,-38.061073,145.227988,GREATER DANDENONG
T20230013772,-37.711056,145.096978,BANYULE
T20230015600,-37.91727,145.147098,MONASH
T20230013719,-37.814631,145.231057,MAROONDAH
T20230013715,-37.743992,144.843214,BRIMBANK
T20230013714,-37.581289,143.732206,GOLDEN PLAINS
T20230013710,-37.960643,145.121081,KINGSTON
T20230013697,-36.290617,146.050076,BENALLA
T20230013690,-37.863962,145.285535,KNOX
T20230013729,-37.829095,145.037152,BOROONDARA
T20230013727,-37.824786,145.087541,BOROONDARA
T20230013739,-37.690274,144.964249,HUME
T20230013726,-34.195809,142.129719,MILDURA
T20230014201,-37.952001,145.143383,GREATER DANDENONG
T20230013826,-37.876326,144.768955,HOBSONS BAY
T20230013841,-37.831751,145.043319,BOROONDARA
T20230016309,-37.974757,145.247163,CASEY
T20230013819,-38.156676,144.386699,GREATER GEELONG
T20230013817,-37.770394,144.961552,MERRI-BEK
T20230013793,-36.629723,146.353395,WANGARATTA
T20230013815,-37.902931,144.753064,WYNDHAM
T20230013814,-37.704461,144.915721,MERRI-BEK
T20230014094,-37.817607,145.185573,WHITEHORSE
T20230013813,-38.120941,145.345992,CASEY
T20230013812,-37.874915,144.718111,WYNDHAM
T20230013822,-37.830708,144.84335,HOBSONS BAY
T20230013827,-37.145215,146.45135,MOUNT BULLER ALPINE RESORT (UNINC)
T20230013777,-37.283675,142.931597,ARARAT
T20230020909,-37.86108,145.112999,MONASH
T20230014922,-37.897768,145.242605,KNOX
T20230013806,-37.84744,144.67893,WYNDHAM
T20230013774,-37.865427,145.026033,STONNINGTON
T20230013797,-38.231458,146.417428,LATROBE
T20230013830,-38.143131,144.360509,GREATER GEELONG
T20230013832,-37.751344,144.836564,BRIMBANK
T20230013914,-37.799644,145.289816,MAROONDAH
T20230014198,-37.802761,144.977702,YARRA
T20230015243,-37.689464,144.602741,MELTON
T20230013796,-37.758677,144.944938,MERRI-BEK
T20230013833,-36.759545,144.248266,GREATER BENDIGO
T20230013887,-37.744511,144.548236,MELTON
T20230013851,-37.740505,144.958304,MERRI-BEK
T20230013847,-37.849962,145.298916,KNOX
T20230013795,-37.919735,145.166766,MONASH
T20230013843,-37.814046,144.956155,MELBOURNE
T20230016962,-37.578272,143.844889,BALLARAT
T20230024707,-37.757159,145.31643,YARRA RANGES
T20230013888,-37.980555,145.058991,KINGSTON
T20230014323,-37.826153,144.955319,MELBOURNE
T20230013840,-37.833411,144.932751,PORT PHILLIP
T20230013839,-37.917032,145.300402,KNOX
T20230013792,-37.825361,144.886771,HOBSONS BAY
T20230017913,-36.767121,144.266509,GREATER BENDIGO
T20230013790,-37.809211,145.306597,MAROONDAH
T20230013787,-38.00052,145.226973,GREATER DANDENONG
T20230013784,-37.871251,145.129846,MONASH
T20230013783,-37.645323,144.968162,HUME
T20230013786,-38.316253,145.088286,MORNINGTON PENINSULA
T20230014221,-37.884551,145.220738,KNOX
T20230014060,-37.892757,145.059513,GLEN EIRA
T20230013876,-38.239761,145.523344,CARDINIA
T20230022967,-37.676841,144.44536,MOORABOOL
T20230019867,-37.691522,144.402986,MOORABOOL
T20230016402,-37.004933,144.24817,MOUNT ALEXANDER
T20230015764,-37.746188,144.613276,MELTON
T20230023452,-38.088136,144.350376,GREATER GEELONG
T20230013940,-38.094816,144.353651,GREATER GEELONG
T20230013939,-37.829619,147.615604,EAST GIPPSLAND
T20230013906,-38.112587,145.279725,CASEY
T20230013936,-37.527503,143.830604,BALLARAT
T20230013932,-37.660117,145.226642,NILLUMBIK
T20230013931,-36.608043,142.16837,HORSHAM
T20230013928,-38.169624,144.316399,GREATER GEELONG
T20230013927,-37.786733,145.275601,MAROONDAH
T20230013923,-37.683646,144.918329,HUME
T20230014506,-38.116809,144.33344,GREATER GEELONG
T20230013919,-37.688148,144.567444,MELTON
T20230013918,-38.066892,145.342056,CASEY
T20230013917,-37.863426,145.079707,BOROONDARA
T20230014075,-38.237153,145.059841,MORNINGTON PENINSULA
T20230013913,-35.497308,143.712006,GANNAWARRA
T20230013905,-37.81602,144.964743,MELBOURNE
T20230013902,-37.792228,145.029907,BOROONDARA
T20230013899,-38.028228,145.130872,KINGSTON
T20230013896,-36.181054,146.478273,WANGARATTA
T20230013895,-34.288894,142.185628,MILDURA
T20230013911,-37.804677,144.935324,MELBOURNE
T20230013907,-37.810847,145.003437,YARRA
T20230014880,-38.077447,145.423873,CARDINIA
T20230013968,-37.224274,145.064672,MITCHELL
T20230014032,-38.099509,145.300538,CASEY
T20230014775,-37.780092,145.530585,YARRA RANGES
T20230014366,-37.862259,144.67987,WYNDHAM
T20230014455,-37.756834,144.96388,MERRI-BEK
T20230013874,-37.835066,144.971133,PORT PHILLIP
T20230014160,-37.836373,144.973294,PORT PHILLIP
T20230014025,-37.917296,145.059773,GLEN EIRA
T20230014029,-37.825991,144.94609,MELBOURNE
T20230014421,-37.821415,145.025081,BOROONDARA
T20230013947,-37.759973,144.808905,BRIMBANK
T20230014113,-37.871563,147.98936,EAST GIPPSLAND
T20230014118,-37.696925,144.565887,MELTON
T20230014019,-37.718066,144.962632,MERRI-BEK
T20230014020,-37.817215,144.808282,WYNDHAM
T20230014021,-36.374055,145.400771,GREATER SHEPPARTON
T20230014030,-38.022515,145.557332,CARDINIA
T20230014022,-37.807199,145.515855,YARRA RANGES
T20230030016,-38.100406,145.292137,CASEY
T20230014001,-36.123826,146.883031,WODONGA
T20230014523,-37.883428,145.090095,MONASH
T20230013949,-37.819615,144.693602,WYNDHAM
T20230013984,-37.6516,144.916005,HUME
T20230013999,-37.734885,144.899806,MOONEE VALLEY
T20230016872,-36.81787,144.233443,GREATER BENDIGO
T20230013967,-37.797196,145.129456,WHITEHORSE
T20230014037,-37.75079,144.831842,BRIMBANK
T20230014009,-37.622729,145.096315,WHITTLESEA
T20230014010,-37.87028,145.018029,GLEN EIRA
T20230013995,-38.344234,141.603828,GLENELG
T20230014011,-36.735256,144.258163,GREATER BENDIGO
T20230015746,-37.91939,144.750718,WYNDHAM
T20230021702,-37.720124,145.004335,DAREBIN
T20230013986,-37.684562,145.068629,WHITTLESEA
T20230014027,-38.201908,144.331378,GREATER GEELONG
T20230014070,-37.771794,145.046734,BANYULE
T20230016322,-37.602873,145.115221,WHITTLESEA
T20230013987,-37.829823,144.949256,PORT PHILLIP
T20230017640,-38.021629,145.240225,GREATER DANDENONG
T20230013977,-37.841213,145.185925,WHITEHORSE
T20230013976,-37.783538,145.382237,YARRA RANGES
T20230013985,-37.801393,145.338928,YARRA RANGES
T20230014013,-37.765548,144.789339,BRIMBANK
T20230014297,-37.736441,144.999474,DAREBIN
T20230015722,-37.931083,145.061742,GLEN EIRA
T20230013992,-37.69205,144.929936,HUME
T20230013974,-38.364907,141.613851,GLENELG
T20230013971,-37.903031,145.033206,GLEN EIRA
T20230014015,-38.154405,145.95034,BAW BAW
T20230015669,-38.062269,145.356411,CASEY
T20230014017,-37.865229,144.990235,PORT PHILLIP
T20230014921,-37.737136,145.004143,DAREBIN
T20230014103,-37.785938,145.203455,MANNINGHAM
T20230014109,-37.906006,145.008911,BAYSIDE
T20230014056,-38.026558,144.177064,GOLDEN PLAINS
T20230014110,-37.815757,145.045809,BOROONDARA
T20230014175,-37.984809,145.214104,GREATER DANDENONG
T20230014173,-37.743067,145.02247,DAREBIN
T20230016736,-37.840822,144.792803,WYNDHAM
T20230014069,-37.778684,144.842553,BRIMBANK
T20230014120,-38.076361,145.123194,KINGSTON
T20230014121,-38.011544,145.302206,CASEY
T20230014125,-37.772539,144.971521,MERRI-BEK
T20230014126,-37.733811,144.741656,MELTON
T20230017184,-37.800635,145.154304,MANNINGHAM
T20230014131,-37.790298,144.943289,MELBOURNE
T20230014402,-36.773224,144.305141,GREATER BENDIGO
T20230014133,-37.791183,144.8895,MARIBYRNONG
T20230014134,-37.814965,144.960684,MELBOURNE
T20230014072,-37.772713,144.83978,BRIMBANK
T20230014078,-37.588821,144.905038,HUME
T20230014080,-38.110872,147.041127,WELLINGTON
T20230014083,-37.261277,144.309596,HEPBURN
T20230014604,-37.824363,144.848736,HOBSONS BAY
T20230014920,-37.950192,145.114858,KINGSTON
T20230014309,-37.835156,145.042698,BOROONDARA
T20230015162,-37.816225,145.203965,WHITEHORSE
T20230014229,-37.469649,145.459285,MURRINDINDI
T20230017257,-38.089916,145.738957,CARDINIA
T20230014140,-38.149773,145.149043,FRANKSTON
T20230014040,-36.115237,145.247472,MOIRA
T20230014041,-38.056006,144.42758,GREATER GEELONG
T20230014761,-37.660958,145.030545,WHITTLESEA
T20230014985,-37.814656,144.963348,MELBOURNE
T20230015998,-37.770681,146.951798,WELLINGTON
T20230014036,-37.766559,144.972592,MERRI-BEK
T20230015155,-38.240527,145.036529,MORNINGTON PENINSULA
T20230019700,-36.374055,145.400771,GREATER SHEPPARTON
T20230014981,-37.762554,144.831186,BRIMBANK
T20230014344,-34.594172,142.193076,MILDURA
T20230015104,-37.794432,144.930088,MELBOURNE
T20230014050,-37.767523,145.066303,BANYULE
T20230014087,-37.975322,145.078298,KINGSTON
T20230014792,-38.085994,144.373639,GREATER GEELONG
T20230014107,-37.264557,145.050845,MITCHELL
T20230015230,-37.809894,144.955582,MELBOURNE
T20230014089,-37.634797,144.817123,HUME
T20230017898,-37.739415,144.801454,BRIMBANK
T20230014091,-35.91822,145.647094,MOIRA
T20230014053,-34.215464,142.126072,MILDURA
T20230015194,-37.67782,144.921527,HUME
T20230014831,-37.791803,144.925484,MELBOURNE
T20230014039,-38.079992,145.258114,CASEY
T20230014055,-38.109348,147.068403,WELLINGTON
T20230014101,-37.750268,145.037838,BANYULE
T20230014090,-37.670818,144.996646,WHITTLESEA
T20230014104,-37.952148,145.150958,GREATER DANDENONG
T20230014528,-37.761755,144.970966,MERRI-BEK
T20230025202,-37.819781,144.954476,MELBOURNE
T20230015076,-37.498876,144.484949,MACEDON RANGES
T20230015078,-37.821524,144.893412,MARIBYRNONG
T20230015138,-34.502064,142.145095,MILDURA
T20230015375,-37.925104,145.210327,KNOX
T20230014138,-37.820458,144.954784,MELBOURNE
T20230014144,-37.693118,144.574045,MELTON
T20230014145,-37.75712,144.741918,MELTON
T20230014151,-38.112574,145.344157,CASEY
T20230014155,-37.831622,145.670016,YARRA RANGES
T20230014159,-37.7978,144.89993,MARIBYRNONG
T20230014164,-38.023968,144.414098,GREATER GEELONG
T20230014165,-38.160398,144.350182,GREATER GEELONG
T20230014166,-37.800284,144.766803,BRIMBANK
T20230014628,-37.795312,145.246906,MAROONDAH
T20230014169,-37.644712,145.529845,YARRA RANGES
T20230014171,-38.03166,145.296139,CASEY
T20230014178,-37.718069,145.137829,NILLUMBIK
T20230014186,-37.781274,144.988153,YARRA
T20230014190,-37.898939,145.286932,KNOX
T20230014191,-37.771824,145.020479,DAREBIN
T20230014196,-37.99155,145.149543,GREATER DANDENONG
T20230014200,-37.965725,145.057842,KINGSTON
T20230014207,-37.832478,145.007788,STONNINGTON
T20230014213,-38.241439,144.3338,GREATER GEELONG
T20230014226,-38.075085,145.437472,CARDINIA
T20230014278,-36.827758,147.070564,ALPINE
T20230014287,-38.519224,145.951836,SOUTH GIPPSLAND
T20230014298,-38.347004,146.446138,LATROBE
T20230014300,-37.670501,144.849698,HUME
T20230016022,-37.91527,145.246358,KNOX
T20230014766,-37.741288,145.030808,DAREBIN
T20230014412,-38.069971,145.441622,CARDINIA
T20230014525,-38.08084,145.794448,BAW BAW
T20230014334,-37.761286,145.310414,YARRA RANGES
T20230014288,-37.934674,145.169044,GREATER DANDENONG
T20230014292,-37.732313,144.964624,MERRI-BEK
T20230015616,-37.899346,145.006338,GLEN EIRA
T20230014294,-37.741145,145.003541,DAREBIN
T20230014296,-37.876606,144.737191,WYNDHAM
T20230014335,-36.759451,144.278333,GREATER BENDIGO
T20230014303,-37.890853,145.28958,KNOX
T20230015536,-37.862804,145.074573,BOROONDARA
T20230014211,-37.709003,145.097831,BANYULE
T20230014214,-37.832303,145.227297,MAROONDAH
T20230014219,-37.906517,145.329778,YARRA RANGES
T20230014314,-37.837554,144.724623,WYNDHAM
T20230014361,-37.837565,145.01453,STONNINGTON
T20230014234,-36.130946,146.883826,WODONGA
T20230014232,-37.74783,144.575781,MELTON
T20230014227,-37.881152,145.049564,GLEN EIRA
T20230014224,-36.635091,145.804484,STRATHBOGIE
T20230014222,-38.229803,145.093707,MORNINGTON PENINSULA
T20230014311,-38.024003,144.396183,GREATER GEELONG
T20230016610,-38.088836,145.332949,CASEY
T20230014497,-37.89875,144.693134,WYNDHAM
T20230014274,-38.080127,145.275267,CASEY
T20230014272,-37.889645,145.044815,GLEN EIRA
T20230014267,-37.739953,142.025917,SOUTHERN GRAMPIANS
T20230014265,-36.756401,144.285144,GREATER BENDIGO
T20230014263,-37.80606,144.980155,YARRA
T20230014261,-37.7199,144.83971,BRIMBANK
T20230014257,-36.129089,144.752004,CAMPASPE
T20230014256,-37.706079,144.626619,MELTON
T20230014253,-37.464732,144.970734,MITCHELL
T20230014248,-38.038153,145.342534,CASEY
T20230014242,-37.638204,144.909998,HUME
T20230014241,-37.790982,145.246343,MAROONDAH
T20230019042,-37.652108,144.930185,HUME
T20230016211,-37.714923,144.874626,BRIMBANK
T20230014591,-37.948832,145.100355,KINGSTON
T20230014275,-37.90592,145.160965,MONASH
T20230014276,-38.038153,145.342534,CASEY
T20230016340,-37.738129,144.936843,MERRI-BEK
T20230014280,-36.770926,146.430954,WANGARATTA
T20230014353,-36.133138,146.888429,WODONGA
T20230014354,-36.551036,145.985778,BENALLA
T20230014367,-37.818858,147.64937,EAST GIPPSLAND
T20230014350,-37.873177,144.982435,PORT PHILLIP
T20230015731,-35.958779,144.10054,LODDON
T20230014930,-38.180784,144.512964,GREATER GEELONG
T20230014324,-37.996032,145.253321,CASEY
T20230014400,-38.11068,145.143083,FRANKSTON
T20230014816,-38.099018,145.153617,FRANKSTON
T20230014304,-37.634805,144.881716,HUME
T20230014376,-37.813804,144.954539,MELBOURNE
T20230014413,-38.133379,144.351331,GREATER GEELONG
T20230014377,-38.078949,145.329828,CASEY
T20230014343,-36.45457,146.238533,WANGARATTA
T20230014342,-37.775024,145.01879,DAREBIN
T20230015364,-38.25896,144.547114,GREATER GEELONG
T20230014337,-37.846773,144.66038,WYNDHAM
T20230014405,-36.124463,146.887561,WODONGA
T20230014315,-37.37474,144.320132,HEPBURN
T20230014321,-37.938857,145.080037,KINGSTON
T20230014392,-35.333961,143.556741,SWAN HILL
T20230014379,-37.733806,144.695018,MELTON
T20230014302,-38.133498,145.324265,CASEY
T20230014319,-37.024241,145.137734,MITCHELL
T20230014359,-38.337616,144.95576,MORNINGTON PENINSULA
T20230014380,-36.065502,146.377154,INDIGO
T20230014383,-37.700948,144.959785,MERRI-BEK
T20230014384,-37.733087,144.928352,MERRI-BEK
T20230014332,-36.302988,144.131574,LODDON
T20230014386,-37.768574,144.768094,BRIMBANK
T20230014331,-37.76754,144.849299,BRIMBANK
T20230014375,-38.353628,145.107355,MORNINGTON PENINSULA
T20230014313,-37.820763,145.227316,MAROONDAH
T20230014374,-37.802266,144.805556,BRIMBANK
T20230014363,-38.034292,145.134647,KINGSTON
T20230014459,-38.159914,145.318567,CASEY
T20230014388,-37.713145,145.008194,DAREBIN
T20230014369,-37.797053,145.255717,MAROONDAH
T20230014373,-38.213729,145.414578,CASEY
T20230016015,-38.387659,142.492608,WARRNAMBOOL
T20230014316,-37.030235,145.144665,MITCHELL
T20230015623,-37.694461,144.916905,HUME
T20230015127,-38.132439,144.350765,GREATER GEELONG
T20230014451,-37.739438,144.947803,MERRI-BEK
T20230014453,-37.812267,145.30602,MAROONDAH
T20230014424,-38.055233,145.381601,CARDINIA
T20230017088,-37.84966,145.088969,BOROONDARA
T20230014425,-37.826184,145.002442,YARRA
T20230014397,-36.851313,145.335167,STRATHBOGIE
T20230015627,-38.399035,144.191461,SURF COAST
T20230014435,-37.742286,142.021843,SOUTHERN GRAMPIANS
T20230014436,-37.970222,145.216428,GREATER DANDENONG
T20230014440,-37.782764,144.97877,YARRA
T20230014897,-37.85048,144.979489,PORT PHILLIP
T20230015250,-38.123948,141.465842,GLENELG
T20230014723,-37.80807,144.807889,BRIMBANK
T20230014469,-38.317921,145.011285,MORNINGTON PENINSULA
T20230016569,-37.772611,144.971035,MERRI-BEK
T20230014414,-38.207819,144.302582,GREATER GEELONG
T20230014471,-37.846814,144.993748,STONNINGTON
T20230014472,-37.825382,144.991083,YARRA
T20230014456,-37.904708,145.005049,BAYSIDE
T20230014391,-37.933095,145.034356,BAYSIDE
T20230014460,-37.770889,145.012013,DAREBIN
T20230014396,-38.195913,146.032346,BAW BAW
T20230014433,-37.811257,144.991084,MELBOURNE
T20230014461,-37.886631,144.662509,WYNDHAM
T20230014468,-37.815276,144.960826,MELBOURNE
T20230015489,-37.813541,144.954418,MELBOURNE
T20230014643,-37.729608,144.94985,MERRI-BEK
T20230014616,-36.543708,145.878025,BENALLA
T20230016068,-37.526745,144.629401,MACEDON RANGES
T20230014423,-37.764687,145.380709,YARRA RANGES
T20230014823,-37.657039,145.511119,YARRA RANGES
T20230014951,-37.844841,144.942359,PORT PHILLIP
T20230014515,-37.912143,144.096817,GOLDEN PLAINS
T20230014446,-37.638073,144.950377,HUME
T20230014491,-37.579825,143.819919,BALLARAT
T20230014490,-38.050623,145.115152,KINGSTON
T20230014522,-37.200327,144.145303,HEPBURN
T20230014482,-36.858433,144.833301,STRATHBOGIE
T20230014526,-38.215121,145.06354,MORNINGTON PENINSULA
T20230014521,-37.859769,145.150754,MONASH
T20230014520,-38.040567,145.110208,KINGSTON
T20230014500,-38.178178,144.32692,GREATER GEELONG
T20230016157,-37.900114,145.105939,MONASH
T20230016139,-37.720656,145.081015,BANYULE
T20230014708,-36.140242,147.97156,TOWONG
T20230014479,-37.643743,145.007199,WHITTLESEA
T20230015713,-37.811792,145.072586,BOROONDARA
T20230014834,-37.779992,144.986683,YARRA
T20230014501,-37.91039,144.686074,WYNDHAM
T20230015890,-38.064213,145.422444,CARDINIA
T20230016506,-37.808182,144.960376,MELBOURNE
T20230014546,-38.178759,146.254353,LATROBE
T20230017328,-38.229526,142.949006,CORANGAMITE
T20230014552,-37.947725,145.139138,GREATER DANDENONG
T20230014554,-37.778175,144.922964,MOONEE VALLEY
T20230014544,-37.83041,144.997083,YARRA
T20230014486,-36.707445,144.226885,GREATER BENDIGO
T20230014542,-36.719689,142.202335,HORSHAM
T20230014537,-37.636371,144.881181,HUME
T20230014536,-37.680183,145.013231,WHITTLESEA
T20230014494,-37.769742,144.979835,MERRI-BEK
T20230014535,-38.00646,145.273311,CASEY
T20230014534,-37.813213,145.189371,WHITEHORSE
T20230016071,-37.638761,144.914205,HUME
T20230014555,-37.683915,144.913748,HUME
T20230014493,-37.791835,145.360918,YARRA RANGES
T20230014558,-37.839502,144.995616,STONNINGTON
T20230014529,-37.127927,146.44695,MOUNT BULLER ALPINE RESORT (UNINC)
T20230014502,-37.413406,144.982328,MITCHELL
T20230014561,-36.774527,144.434409,GREATER BENDIGO
T20230014507,-37.757673,144.993364,DAREBIN
T20230014508,-37.737836,145.002651,DAREBIN
T20230014560,-37.860074,145.057072,STONNINGTON
T20230014513,-37.807613,144.957998,MELBOURNE
T20230014498,-38.173833,145.220809,FRANKSTON
T20230014527,-37.96061,145.120751,KINGSTON
T20230014517,-37.740998,145.036806,BANYULE
T20230014583,-37.838621,144.988794,STONNINGTON
T20230014585,-37.754457,144.955776,MERRI-BEK
T20230014647,-37.701692,144.965639,MERRI-BEK
T20230014592,-37.894128,144.993726,BAYSIDE
T20230014649,-37.787307,144.974679,YARRA
T20230014601,-37.990665,145.204144,GREATER DANDENONG
T20230014608,-37.793837,144.958281,MELBOURNE
T20230014614,-37.810399,144.862162,MARIBYRNONG
T20230014620,-36.265376,146.412681,WANGARATTA
T20230014623,-37.79785,144.993298,YARRA
T20230014627,-37.931814,145.024178,BAYSIDE
T20230014629,-38.100261,145.469127,CARDINIA
T20230014630,-37.341153,144.742111,MACEDON RANGES
T20230014652,-37.693839,144.913531,HUME
T20230014632,-38.110611,145.159525,FRANKSTON
T20230014656,-38.17793,146.51633,LATROBE
T20230014657,-36.345511,145.402243,GREATER SHEPPARTON
T20230014633,-38.459189,145.600572,BASS COAST
T20230014634,-37.953604,145.207891,GREATER DANDENONG
T20230014636,-37.662082,145.192977,NILLUMBIK
T20230014639,-37.992865,145.162437,GREATER DANDENONG
T20230014641,-37.767033,145.092665,MANNINGHAM
T20230014642,-37.676095,145.054342,WHITTLESEA
T20230015993,-37.009493,145.123238,MITCHELL
T20230021850,-37.699889,145.114757,BANYULE
T20230014849,-37.687625,145.002247,WHITTLESEA
T20230014607,-37.728742,144.807739,BRIMBANK
T20230014684,-38.391706,146.748165,WELLINGTON
T20230015703,-37.72472,144.922474,MERRI-BEK
T20230014826,-37.863097,145.02072,STONNINGTON
T20230014809,-37.827842,144.924521,MELBOURNE
T20230014994,-37.877975,145.047514,STONNINGTON
T20230023091,-37.966818,146.973112,WELLINGTON
T20230014565,-37.545041,143.850377,BALLARAT
T20230014574,-37.839233,144.993514,STONNINGTON
T20230014575,-36.707109,144.315776,GREATER BENDIGO
T20230014579,-37.590754,144.915474,HUME
T20230014582,-37.79226,144.96839,MELBOURNE
T20230016567,-38.207899,145.101784,MORNINGTON PENINSULA
T20230014707,-37.742485,144.700911,MELTON
T20230014682,-37.684841,144.578082,MELTON
T20230018006,-36.983501,143.319979,PYRENEES
T20230014703,-37.888414,144.630863,WYNDHAM
T20230014731,-37.739519,145.28204,MANNINGHAM
T20230016425,-36.779793,144.250247,GREATER BENDIGO
T20230014677,-37.670203,145.071262,WHITTLESEA
T20230014709,-37.862923,144.903969,HOBSONS BAY
T20230014711,-38.042018,145.335385,CASEY
T20230014702,-37.327443,144.190813,HEPBURN
T20230014655,-37.788398,144.924132,MELBOURNE
T20230014713,-37.355425,142.498924,ARARAT
T20230014661,-37.687629,145.002348,WHITTLESEA
T20230015739,-37.730427,144.949771,MERRI-BEK
T20230014667,-37.977182,145.067051,KINGSTON
T20230014668,-37.849664,144.965072,PORT PHILLIP
T20230014669,-37.875489,145.083546,STONNINGTON
T20230014671,-38.27761,141.617748,GLENELG
T20230014672,-36.423063,145.4318,GREATER SHEPPARTON
T20230014674,-37.675039,144.436066,MOORABOOL
T20230014683,-37.301522,145.053536,MITCHELL
T20230014714,-37.862738,145.000691,PORT PHILLIP
T20230014716,-38.180219,145.986959,BAW BAW
T20230019098,-38.042334,145.335959,CASEY
T20230014949,-37.729374,145.135363,BANYULE
T20230014732,-37.805747,145.353029,YARRA RANGES
T20230014940,-37.662673,144.438711,MOORABOOL
